Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://stg.procore.com/,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:33.05-07:00,3688389878,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,,Prospect,4876,1
https://stg.procore.com/,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:35.201-07:00,3688389878,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/?test=query,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:43.699-07:00,7175612048,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/?test=query,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:44.910-07:00,7175612048,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/?test=query-with-frag,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:46.745-07:00,5129004588,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/?test=query-with-frag,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:49.701-07:00,5129004588,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:50.815-07:00,8585363968,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-26T15:18:52.288-07:00,8585363968,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/about,procoredev,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Form Viewed Event,2019-07-26T15:18:53.404-07:00,1473647872,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/about,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/blueprint,procoredev,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-07-26T15:18:55.660-07:00,1349789032,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/blueprint,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/blueprint,procoredev,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-07-26T15:18:57.342-07:00,1349789032,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/blueprint,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/buildersclub,procoredev,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Form Viewed Event,2019-07-26T15:18:58.399-07:00,2024122869,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/buildersclub,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/buildersclub,procoredev,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Form Viewed Event,2019-07-26T15:19:00.81-07:00,2024122869,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/buildersclub,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/certification,procoredev,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,Form Viewed Event,2019-07-26T15:19:01.415-07:00,1623179105,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/certification,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/certification,procoredev,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,Form Viewed Event,2019-07-26T15:19:02.639-07:00,1623179105,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/certification,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/construction-financials,procoredev,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Form Viewed Event,2019-07-26T15:19:03.708-07:00,1545961383,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/construction-financials,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/construction-financials/accounting-integrations,procoredev,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Form Viewed Event,2019-07-26T15:19:06.307-07:00,5821073666,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/construction-financials/accounting-integrations,procoredev,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Form Viewed Event,2019-07-26T15:19:07.495-07:00,5821073666,71879023491714267230886240224028678131,932919107.1564179513,stg.procore.com,/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,1295,1
