Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (playerName),Video Name (name),Video Length (length),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:37:57.132-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,1,,29,,,,,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:03.356-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:08.370-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,,5,1,,,,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:15.386-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,,7,,1,,,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:27.404-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,,12,,,1,,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:39.427-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,,12,,,,1,
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:49.445-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,,10,,,,,1
https://stg.procore.com/tour,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-08-05T17:44:51.442-07:00,9858594717,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/tour,,,testid-1234567890,Customer/Collaborator,,,,,1,2,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:44:59.247-07:00,1684497044,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:45:03.739-07:00,1684497044,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,1,,4,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:45:08.810-07:00,1684497044,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:45:19.274-07:00,1684497044,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,10,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:45:40.291-07:00,1684497044,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
