Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (playerName),Video Name (name),Video Length (length),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:30:43.805-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:30:47.509-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,1,,3,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:30:52.569-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:31:03.830-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,11,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:31:24.848-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:36:47.523-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:36:51.644-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,1,,4,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:36:56.707-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:37:07.548-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,10,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-08-05T17:37:28.568-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
