Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://stg.procore.com/en-gb/blueprint,procorestaging,200,stg.procore.com|GB|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-08-05T17:40:26.980-07:00,1928158628,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/blueprint,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:40:30.429-07:00,8962601502,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:40:59.995-07:00,2612715391,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|GB|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Form Viewed Event,2019-08-05T17:41:06.415-07:00,3734457667,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/construction-financials/accounting-integrations,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/events,procorestaging,200,stg.procore.com|GB|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-08-05T17:41:15.422-07:00,8109527411,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/events,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:41:18.875-07:00,5377803627,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/field-productivity,procorestaging,200,stg.procore.com|GB|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Form Viewed Event,2019-08-05T17:41:23.454-07:00,3176853045,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/field-productivity,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/jobs/openings,procorestaging,200,stg.procore.com|GB|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Form Viewed Event,2019-08-05T17:41:34.378-07:00,2936748911,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/jobs/openings,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/jobs/sales,procorestaging,200,stg.procore.com|GB|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Form Viewed Event,2019-08-05T17:41:38.995-07:00,3552830071,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/jobs/sales,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/partners,procorestaging,200,stg.procore.com|GB|Resource|Partners,Resource|Partners,stg.procore.com,Form Viewed Event,2019-08-05T17:41:46.748-07:00,8352736249,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/partners,,,testid-1234567890,Customer/Collaborator,1295,1
