Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Click Type (v46),Click Name (v47),Click Label (v48),Click Count (v49),Click Count (event19)
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Click Event,2019-08-05T17:30:32.51-07:00,6170925133,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/about,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-08-05T17:30:42.414-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,Demo,Popup,Video - Hear from our customers,+1,1
https://stg.procore.com/continuing-education,procorestaging,200,stg.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Click Event,2019-08-05T17:32:09.574-07:00,2871281456,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/continuing-education,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Click Event,2019-08-05T17:33:44.535-07:00,4252511996,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/continuing-education,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Click Event,2019-08-05T17:33:49.424-07:00,4834246351,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/engineering,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/field-productivity/crews,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Click Event,2019-08-05T17:33:55.531-07:00,8779908357,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/field-productivity/crews,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/innovation-lab,procorestaging,200,stg.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Click Event,2019-08-05T17:34:06.870-07:00,9805019667,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/innovation-lab,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Click Event,2019-08-05T17:34:09.190-07:00,7229006543,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/jobs,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-08-05T17:34:22.852-07:00,8089807829,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/jobs/openings,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Click Event,2019-08-05T17:35:04.265-07:00,8926571241,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/quality-safety,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Click Event,2019-08-05T17:35:18.213-07:00,5765504297,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/quality-safety,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/quality-safety/daily-log,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Daily Log,Product|Quality Safety|Daily Log,stg.procore.com,Click Event,2019-08-05T17:35:20.568-07:00,3777305514,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/quality-safety/daily-log,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/subcontractors,procorestaging,200,stg.procore.com|AU|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Click Event,2019-08-05T17:35:33.409-07:00,8864520932,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/subcontractors,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/subs-demo?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Click Event,2019-08-05T17:35:35.972-07:00,4409567182,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/subs-demo,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/webinars,procorestaging,200,stg.procore.com|AU|Resource|Webinars|Overview,Resource|Webinars|Overview,stg.procore.com,Click Event,2019-08-05T17:35:38.479-07:00,9346705492,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-au/webinars,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca,procorestaging,200,stg.procore.com|CA|Home,Home,stg.procore.com,Click Event,2019-08-05T17:36:20.483-07:00,9192016461,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/certification,procorestaging,200,stg.procore.com|CA|Resource|Certification,Resource|Certification,stg.procore.com,Click Event,2019-08-05T17:36:35.271-07:00,8127588926,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/certification,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-08-05T17:36:46.548-07:00,1198730383,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,Demo,Popup,Video - Hear from our customers,+1,1
https://stg.procore.com/en-ca/jobs/benefits,procorestaging,200,stg.procore.com|CA|Company|Jobs|Benefits,Company|Jobs|Benefits,stg.procore.com,Click Event,2019-08-05T17:38:55.261-07:00,7407661603,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/jobs/benefits,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/legal,procorestaging,200,stg.procore.com|CA|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Click Event,2019-08-05T17:39:03.882-07:00,6530246537,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/legal,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/project-management/bidding,procorestaging,200,stg.procore.com|CA|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Click Event,2019-08-05T17:39:35.453-07:00,5596338752,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/project-management/bidding,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/quality-safety,procorestaging,200,stg.procore.com|CA|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Click Event,2019-08-05T17:39:50.261-07:00,2713113592,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/quality-safety,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/roadshow,procorestaging,200,stg.procore.com|CA|Event|Roadshow,Event|Roadshow,stg.procore.com,Click Event,2019-08-05T17:39:54.135-07:00,1229321091,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/roadshow,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/workshops,procorestaging,200,stg.procore.com|CA|Event|Workshops,Event|Workshops,stg.procore.com,Click Event,2019-08-05T17:40:04.837-07:00,1844204400,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-ca/workshops,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb,procorestaging,200,stg.procore.com|GB|Home,Home,stg.procore.com,Click Event,2019-08-05T17:40:12.761-07:00,9307379008,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
