Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (playerName),Video Name (name),Video Length (length),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Video Name (v62),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/en-gb/roadshow,procoredev,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|GB|Event|Roadshow,,,Video Event,2019-07-28T01:14:15.495-07:00,2764989134,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/roadshow,testid-1234567890,Customer/Collaborator,Field Teams - Why Procore?,,,,1,,3,,,,,
https://stg.procore.com/en-gb/roadshow,procoredev,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|GB|Event|Roadshow,,,Video Event,2019-07-28T01:14:20.550-07:00,2764989134,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/roadshow,testid-1234567890,Customer/Collaborator,Field Teams - Why Procore?,,,1,,,,,,,,
https://stg.procore.com/en-gb/roadshow,procoredev,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|GB|Event|Roadshow,,,Video Event,2019-07-28T01:14:31.720-07:00,2764989134,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/roadshow,testid-1234567890,Customer/Collaborator,Field Teams - Why Procore?,,,,,,11,1,,,,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:16:58.823-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,1,1,,,,,,,,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:03.836-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,,5,1,,,,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:10.849-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,,7,,1,,,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:22.865-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,,12,,,1,,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:34.889-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,,12,,,,1,
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:44.907-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,,10,,,,,1
https://stg.procore.com/tour,procoredev,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-28T01:17:46.915-07:00,4063047500,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,,,,1,2,,,,,
