Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://stg.procore.com/,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-28T01:03:17.613-07:00,2320600117,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-28T01:03:29.701-07:00,5003406518,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/about,procoredev,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Form Viewed Event,2019-07-28T01:03:34.827-07:00,9961974830,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/about,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/construction-financials/accounting-integrations,procoredev,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Form Viewed Event,2019-07-28T01:03:55.775-07:00,1416548159,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procoredev,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-28T01:04:03.202-07:00,6755994236,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/blueprint,procoredev,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-07-28T01:04:16.425-07:00,9665107074,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/blueprint,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/blueprint,procoredev,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-07-28T01:04:16.440-07:00,9665107074,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/blueprint,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/events,procoredev,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-28T01:04:44.986-07:00,3323333396,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/events,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/field-productivity/crews,procoredev,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Form Viewed Event,2019-07-28T01:04:51.544-07:00,7705009294,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/field-productivity/crews,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/field-productivity/crews,procoredev,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Form Viewed Event,2019-07-28T01:04:51.555-07:00,7705009294,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/field-productivity/crews,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/legal,procoredev,200,stg.procore.com|AU|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:05:24.671-07:00,7162679079,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/legal,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/partners,procoredev,200,stg.procore.com|AU|Resource|Partners,Resource|Partners,stg.procore.com,Form Viewed Event,2019-07-28T01:05:31.746-07:00,6069756868,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/partners,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/partners,procoredev,200,stg.procore.com|AU|Resource|Partners,Resource|Partners,stg.procore.com,Form Viewed Event,2019-07-28T01:05:31.755-07:00,6069756868,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/partners,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/platform,procoredev,200,stg.procore.com|AU|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:05:45.106-07:00,1864968613,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/platform,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/press,procoredev,200,stg.procore.com|AU|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:06:27.444-07:00,3454312530,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/press,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/press,procoredev,200,stg.procore.com|AU|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:06:27.452-07:00,3454312530,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/press,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procoredev,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-07-28T01:06:29.528-07:00,5556228725,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procoredev,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-07-28T01:06:29.537-07:00,5556228725,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procoredev,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-07-28T01:06:29.545-07:00,5556228725,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,adb-1899519074,1
https://stg.procore.com/en-au/project-management,procoredev,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:06:37.878-07:00,9669386033,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/project-management,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/project-management,procoredev,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:06:37.888-07:00,9669386033,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/project-management,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/project-management/bidding,procoredev,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Form Viewed Event,2019-07-28T01:06:44.375-07:00,5912629760,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/project-management/bidding,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/subs-demo,procoredev,200,stg.procore.com|AU|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Form Viewed Event,2019-07-28T01:07:50.801-07:00,2060716135,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/subs-demo,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/webinars,procoredev,200,stg.procore.com|AU|Resource|Webinars|Overview,Resource|Webinars|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:07:53.371-07:00,6169952737,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-au/webinars,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/construction-financials,procoredev,200,stg.procore.com|CA|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:08:57.819-07:00,1466427994,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/construction-financials,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/construction-financials/accounting-integrations,procoredev,200,stg.procore.com|CA|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Form Viewed Event,2019-07-28T01:09:09.349-07:00,2737966532,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/demo,procoredev,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-28T01:09:17.248-07:00,2062221669,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/events,procoredev,200,stg.procore.com|CA|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-28T01:09:26.710-07:00,6495821517,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/events,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/field-productivity,procoredev,200,stg.procore.com|CA|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:09:30.542-07:00,5224720048,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/field-productivity,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/field-productivity/crews,procoredev,200,stg.procore.com|CA|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Form Viewed Event,2019-07-28T01:09:32.991-07:00,1120658005,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/field-productivity/crews,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/jobs/openings,procoredev,200,stg.procore.com|CA|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Form Viewed Event,2019-07-28T01:09:46.593-07:00,9654293010,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/jobs/openings,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/platform,procoredev,200,stg.procore.com|CA|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:10:07.987-07:00,9995284478,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/platform,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/press,procoredev,200,stg.procore.com|CA|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:10:10.111-07:00,7620012948,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/press,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/press,procoredev,200,stg.procore.com|CA|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:10:10.117-07:00,7620012948,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/press,testid-1234567890,Customer/Collaborator,adb-199149891,1
https://stg.procore.com/en-ca/press,procoredev,200,stg.procore.com|CA|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:10:12.516-07:00,7620012948,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/press,testid-1234567890,Customer/Collaborator,adb-1193877182,1
https://stg.procore.com/en-ca/project-management,procoredev,200,stg.procore.com|CA|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:10:21.710-07:00,1817298873,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/project-management,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/roadshow,procoredev,200,stg.procore.com|CA|Event|Roadshow,Event|Roadshow,stg.procore.com,Form Viewed Event,2019-07-28T01:10:35.42-07:00,2149966291,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/roadshow,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/subcontractors,procoredev,200,stg.procore.com|CA|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Form Viewed Event,2019-07-28T01:11:26.424-07:00,1102323799,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-ca/subcontractors,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/buildersclub,procoredev,200,stg.procore.com|GB|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Form Viewed Event,2019-07-28T01:11:47.385-07:00,8062884043,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/buildersclub,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/continuing-education,procoredev,200,stg.procore.com|GB|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Form Viewed Event,2019-07-28T01:12:03.439-07:00,2476033674,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/continuing-education,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/events,procoredev,200,stg.procore.com|GB|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-28T01:12:13.974-07:00,2978415843,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/events,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/innovation-lab,procoredev,200,stg.procore.com|GB|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Form Viewed Event,2019-07-28T01:12:23.531-07:00,8201433881,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/innovation-lab,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/legal/api-terms-and-conditions,procoredev,200,stg.procore.com|GB|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,stg.procore.com,Form Viewed Event,2019-07-28T01:12:47.434-07:00,2951995736,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/legal/api-terms-and-conditions,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/project-management,procoredev,200,stg.procore.com|GB|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:13:15.979-07:00,8714631192,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/project-management,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/roadshow,procoredev,200,stg.procore.com|GB|Event|Roadshow,Event|Roadshow,stg.procore.com,Form Viewed Event,2019-07-28T01:14:08.391-07:00,2764989134,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/roadshow,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/subs-demo,procoredev,200,stg.procore.com|GB|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Form Viewed Event,2019-07-28T01:14:59.511-07:00,5930701970,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/subs-demo,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/webinars,procoredev,200,stg.procore.com|GB|Resource|Webinars|Overview,Resource|Webinars|Overview,stg.procore.com,Form Viewed Event,2019-07-28T01:15:04.472-07:00,8762640060,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/webinars,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/workshops,procoredev,200,stg.procore.com|GB|Event|Workshops,Event|Workshops,stg.procore.com,Form Viewed Event,2019-07-28T01:15:06.435-07:00,9885410082,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/en-gb/workshops,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/events,procoredev,200,stg.procore.com|US|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-28T01:15:15.202-07:00,4900813271,42283175745149342134298439484924150834,1103463889.1564300986,stg.procore.com,/events,testid-1234567890,Customer/Collaborator,1295,1
