Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Form Errors (c14),Form Interaction Path (c16),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23)
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:22:07.634-07:00,2973076686,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:22:18.376-07:00,3862743499,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:24:02.451-07:00,1374492728,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:27:36.777-07:00,1156103559,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:29:05.992-07:00,4518447806,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:29:21.337-07:00,7191162682,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:30:22.986-07:00,4522457091,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-gb/demo,procorestaging,200,stg.procore.com|GB|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:30:45.854-07:00,7327894868,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-gb/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-gb/demo,procorestaging,200,stg.procore.com|GB|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:31:11.868-07:00,1740791893,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-gb/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
https://stg.procore.com/en-gb/demo,procorestaging,200,stg.procore.com|GB|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Complete Event,2019-07-31T10:31:55.427-07:00,5918929564,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-gb/demo,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+8,,FirstName|LastName|Phone|Company|Email|mktoButton|Email|Email|submit,1,1,,8
