Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (playerName),Video Name (name),Video Length (length),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:12:41.222-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:12:45.255-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,1,,3,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:12:50.305-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:13:01.282-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,11,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:13:22.308-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:13:50.747-07:00,1563480486,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,1,,29,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:16:17.215-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:16:21.258-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,1,,3,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:16:26.318-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:16:37.275-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,11,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:16:58.299-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:19:25.64-07:00,7083324461,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:19:29.217-07:00,7083324461,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,1,,4,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T13:19:34.298-07:00,7083324461,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
