Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Click Type (v46),Click Name (v47),Click Label (v48),Click Count (v49),Click Count (event19)
https://stg.procore.com/en-ca/about,procorestaging,200,stg.procore.com|CA|Company|About,Company|About,stg.procore.com,Click Event,2019-07-31T13:16:03.612-07:00,8866077231,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/about,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/certification,procorestaging,200,stg.procore.com|CA|Resource|Certification,Resource|Certification,stg.procore.com,Click Event,2019-07-31T13:16:10.486-07:00,8577488369,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/certification,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-07-31T13:16:16.75-07:00,9768602626,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,Demo,Popup,Video - Hear from our customers,+1,1
https://stg.procore.com/en-ca/events?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Event|Industry Events,Event|Industry Events,stg.procore.com,Click Event,2019-07-31T13:17:44.976-07:00,4895298367,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/events,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/jobs/openings,procorestaging,200,stg.procore.com|CA|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-07-31T13:18:07.811-07:00,2874991249,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/jobs/openings,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/legal,procorestaging,200,stg.procore.com|CA|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Click Event,2019-07-31T13:18:19.613-07:00,6984350003,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/legal,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/partners?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Resource|Partners,Resource|Partners,stg.procore.com,Click Event,2019-07-31T13:18:29.496-07:00,8261682199,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/partners,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Click Event,2019-07-31T13:18:36.689-07:00,2058481803,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|CA|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Click Event,2019-07-31T13:18:38.852-07:00,4507427208,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/press/procore-acquires-bimanywhere,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/roadshow,procorestaging,200,stg.procore.com|CA|Event|Roadshow,Event|Roadshow,stg.procore.com,Click Event,2019-07-31T13:19:05.841-07:00,9434332806,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/roadshow,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/safety-qualified,procorestaging,200,stg.procore.com|CA|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Click Event,2019-07-31T13:19:08.460-07:00,2540904132,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-ca/safety-qualified,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-07-31T13:19:23.997-07:00,7083324461,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,Demo,Popup,Video - Hear from our customers,+1,1
https://stg.procore.com/en-gb/about,procorestaging,200,stg.procore.com|GB|Company|About,Company|About,stg.procore.com,Click Event,2019-07-31T13:20:36.384-07:00,2536427003,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/about,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|GB|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Click Event,2019-07-31T13:20:48.797-07:00,3567962345,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/demo,procorestaging,200,stg.procore.com|GB|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-07-31T13:20:53.162-07:00,8187964509,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/field-productivity/crews,procorestaging,200,stg.procore.com|GB|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Click Event,2019-07-31T13:21:01.324-07:00,8548992344,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/field-productivity/crews,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/innovation-lab,procorestaging,200,stg.procore.com|GB|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Click Event,2019-07-31T13:21:03.662-07:00,4268050778,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/innovation-lab,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/jobs/openings,procorestaging,200,stg.procore.com|GB|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-07-31T13:21:24.762-07:00,8533997314,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/jobs/openings,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/jobs/sales?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|GB|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Click Event,2019-07-31T13:21:34.309-07:00,4180678765,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/jobs/sales,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/legal,procorestaging,200,stg.procore.com|GB|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Click Event,2019-07-31T13:21:43.115-07:00,7156577173,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/legal,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/press,procorestaging,200,stg.procore.com|GB|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Click Event,2019-07-31T13:22:01.728-07:00,7998767749,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/press,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/project-management/bidding,procorestaging,200,stg.procore.com|GB|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Click Event,2019-07-31T13:22:22.544-07:00,4734741086,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/project-management/bidding,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/projects?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|GB|Resource|Projects,Resource|Projects,stg.procore.com,Click Event,2019-07-31T13:22:25.95-07:00,4446513739,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/projects,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/quality-safety,procorestaging,200,stg.procore.com|GB|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Click Event,2019-07-31T13:22:27.456-07:00,8645248017,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/quality-safety,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/subs-demo,procorestaging,200,stg.procore.com|GB|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Click Event,2019-07-31T13:23:06.178-07:00,8563902924,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/subs-demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/events,procorestaging,200,stg.procore.com|US|Event|Industry Events,Event|Industry Events,stg.procore.com,Click Event,2019-07-31T13:23:22.117-07:00,4269258138,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/events,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/field-productivity/crews,procorestaging,200,stg.procore.com|US|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Click Event,2019-07-31T13:23:34.792-07:00,1098691484,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/field-productivity/crews,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/innovation-lab,procorestaging,200,stg.procore.com|US|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Click Event,2019-07-31T13:23:39.290-07:00,9419333479,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/innovation-lab,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/jobs/sales,procorestaging,200,stg.procore.com|US|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Click Event,2019-07-31T13:23:55.440-07:00,2434109323,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/jobs/sales,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/partners,procorestaging,200,stg.procore.com|US|Resource|Partners,Resource|Partners,stg.procore.com,Click Event,2019-07-31T13:24:01.326-07:00,2729216976,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/partners,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/platform,procorestaging,200,stg.procore.com|US|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Click Event,2019-07-31T13:24:03.791-07:00,6027506554,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/platform,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/press?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Click Event,2019-07-31T13:24:05.874-07:00,6022310064,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/press,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/project-management,procorestaging,200,stg.procore.com|US|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Click Event,2019-07-31T13:24:22.503-07:00,7771395476,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/project-management,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/subcontractors,procorestaging,200,stg.procore.com|US|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Click Event,2019-07-31T13:24:43.937-07:00,7603588899,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/subcontractors,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/subs-demo,procorestaging,200,stg.procore.com|US|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Click Event,2019-07-31T13:24:46.184-07:00,6622785354,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/subs-demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/tour,procorestaging,200,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Click Event,2019-07-31T13:24:48.887-07:00,2321609863,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/tour,procorestaging,200,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Click Event,2019-07-31T13:24:49.271-07:00,2321609863,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Tour,Playlist,Intro to Procore,+1,1
https://stg.procore.com/en-gb/fr-ca/legal/terms-of-service,procorestaging,200,stg.procore.com|GB|Other|Terms Of Service,Other|Terms Of Service,stg.procore.com,Click Event,2019-07-31T13:25:54.00-07:00,6668128756,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/en-gb/fr-ca/legal/terms-of-service,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
