Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Click Type (v46),Click Name (v47),Click Label (v48),Click Count (v49),Click Count (event19)
https://www.procore.com/,procoreprod2,200,www.procore.com|US|Home,Home,www.procore.com,Click Event,2020-02-06T16:56:48.464-08:00,4581545726,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/certification,procoreprod2,200,www.procore.com|AU|Resource|Certification,Resource|Certification,www.procore.com,Click Event,2020-02-06T16:57:57.742-08:00,1637780667,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/certification,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/project-financials?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoreprod2,200,www.procore.com|AU|Product|Project Financials|Overview,Product|Project Financials|Overview,www.procore.com,Click Event,2020-02-06T16:58:08.645-08:00,9951238167,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/project-financials,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/accounting-integrations,procoreprod2,200,www.procore.com|AU|Product|Accounting Integrations|Overview,Product|Accounting Integrations|Overview,www.procore.com,Click Event,2020-02-06T16:58:18.880-08:00,7825539816,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/accounting-integrations,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/demo,procoreprod2,200,www.procore.com|AU|Landing Page|Demo,Landing Page|Demo,www.procore.com,Click Event,2020-02-06T16:58:27.342-08:00,8704011312,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/demo,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/events,procoreprod2,200,www.procore.com|AU|Event|Industry Events,Event|Industry Events,www.procore.com,Click Event,2020-02-06T16:58:43.370-08:00,8335759826,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/events,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/legal/api-terms-and-conditions,procoreprod2,200,www.procore.com|AU|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,www.procore.com,Click Event,2020-02-06T16:59:37.269-08:00,4618356029,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/legal/api-terms-and-conditions,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/press,procoreprod2,200,www.procore.com|AU|Company|Press|Overview,Company|Press|Overview,www.procore.com,Click Event,2020-02-06T16:59:46.651-08:00,4574500019,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/press,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/project-management,procoreprod2,200,www.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,www.procore.com,Click Event,2020-02-06T17:00:09.223-08:00,7313488778,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/project-management,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/subcontractors,procoreprod2,200,www.procore.com|AU|Solution|Subcontractors|Overview,Solution|Subcontractors|Overview,www.procore.com,Click Event,2020-02-06T17:00:41.785-08:00,4349571750,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/subcontractors,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/subs-demo,procoreprod2,200,www.procore.com|AU|Landing Page|Subs Demo,Landing Page|Subs Demo,www.procore.com,Click Event,2020-02-06T17:00:44.918-08:00,1956063480,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/subs-demo,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/workshops,procoreprod2,200,www.procore.com|AU|Event|Workshops,Event|Workshops,www.procore.com,Click Event,2020-02-06T17:00:58.40-08:00,7057059030,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-au/workshops,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/buildersclub,procoreprod2,200,www.procore.com|CA|Resource|Builders Club,Resource|Builders Club,www.procore.com,Click Event,2020-02-06T17:01:12.843-08:00,7503329369,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/buildersclub,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/certification,procoreprod2,200,www.procore.com|CA|Resource|Certification,Resource|Certification,www.procore.com,Click Event,2020-02-06T17:01:15.627-08:00,8212627572,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/certification,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/field-productivity,procoreprod2,200,www.procore.com|CA|Product|Field Productivity|Overview,Product|Field Productivity|Overview,www.procore.com,Click Event,2020-02-06T17:02:03.764-08:00,6705450796,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/field-productivity,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/field-productivity/crews?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoreprod2,200,www.procore.com|CA|Other|Field Productivity|Crews,Other|Field Productivity|Crews,www.procore.com,Click Event,2020-02-06T17:02:05.984-08:00,7081535710,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/field-productivity/crews,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/jobs,procoreprod2,200,www.procore.com|CA|Company|Jobs,Company|Jobs,www.procore.com,Click Event,2020-02-06T17:02:10.955-08:00,2101976322,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/jobs,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/press,procoreprod2,200,www.procore.com|CA|Company|Press|Overview,Company|Press|Overview,www.procore.com,Click Event,2020-02-06T17:02:38.191-08:00,9416280234,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/press,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/tender-management/tendering,procoreprod2,200,www.procore.com|CA|Other|Bid Management|Tendering,Other|Bid Management|Tendering,www.procore.com,Click Event,2020-02-06T17:03:00.298-08:00,5781143192,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/tender-management/tendering,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/quality-safety,procoreprod2,200,www.procore.com|CA|Product|Quality Safety|Overview,Product|Quality Safety|Overview,www.procore.com,Click Event,2020-02-06T17:03:04.517-08:00,1604891869,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/quality-safety,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-ca/workshops?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoreprod2,200,www.procore.com|CA|Event|Workshops,Event|Workshops,www.procore.com,Click Event,2020-02-06T17:03:38.601-08:00,8297970944,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-ca/workshops,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/about,procoreprod2,200,www.procore.com|GB|Company|About,Company|About,www.procore.com,Click Event,2020-02-06T17:03:48.47-08:00,4936385627,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/about,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/certification,procoreprod2,200,www.procore.com|GB|Resource|Certification,Resource|Certification,www.procore.com,Click Event,2020-02-06T17:04:08.116-08:00,5524679864,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/certification,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/project-financials,procoreprod2,200,www.procore.com|GB|Product|Project Financials|Overview,Product|Project Financials|Overview,www.procore.com,Click Event,2020-02-06T17:04:10.999-08:00,3089859778,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/project-financials,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/field-productivity,procoreprod2,200,www.procore.com|GB|Product|Field Productivity|Overview,Product|Field Productivity|Overview,www.procore.com,Click Event,2020-02-06T17:04:47.565-08:00,1800712748,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/field-productivity,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/legal,procoreprod2,200,www.procore.com|GB|Company|Legal|Overview,Company|Legal|Overview,www.procore.com,Click Event,2020-02-06T17:05:06.427-08:00,9041478016,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/legal,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/project-management,procoreprod2,200,www.procore.com|GB|Product|Project Management|Overview,Product|Project Management|Overview,www.procore.com,Click Event,2020-02-06T17:05:26.703-08:00,5712172364,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/project-management,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/tender-management/tendering,procoreprod2,200,www.procore.com|GB|Other|Bid Management|Tendering,Other|Bid Management|Tendering,www.procore.com,Click Event,2020-02-06T17:05:30.398-08:00,3534931652,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/tender-management/tendering,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/roadshow,procoreprod2,200,www.procore.com|GB|Event|Roadshow,Event|Roadshow,www.procore.com,Click Event,2020-02-06T17:05:38.123-08:00,7612954852,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/roadshow,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-gb/workshops,procoreprod2,200,www.procore.com|GB|Event|Workshops,Event|Workshops,www.procore.com,Click Event,2020-02-06T17:05:49.167-08:00,1990468106,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/en-gb/workshops,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/events,procoreprod2,200,www.procore.com|US|Event|Industry Events,Event|Industry Events,www.procore.com,Click Event,2020-02-06T17:05:53.364-08:00,3252595803,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/events,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/field-productivity/timesheets,procoreprod2,200,www.procore.com|US|Other|Field Productivity|Timesheets,Other|Field Productivity|Timesheets,www.procore.com,Click Event,2020-02-06T17:07:00.324-08:00,8873947967,88384212872544261051154637826826683353,1022827805.1581037003,https:,www.procore.com,/field-productivity/timesheets,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
