Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Inputs (c15),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procoredev,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Before Unload,2019-07-26T18:43:35.624-07:00,9831142555,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,2791,22,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,,1295|4876,1,1,1,1,290,1,788,6,1108,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/demo-thank-you,procoredev,200,stg.procore.com|AU|Marketing|Demo Thank You,Marketing|Demo Thank You,stg.procore.com,Before Unload,2019-07-26T18:43:37.347-07:00,1488031117,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/demo-thank-you,2451,24,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1295,2,1,1,1,435,1,783,8,1243,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management,procoredev,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Before Unload,2019-07-26T18:43:38.560-07:00,8694842533,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/project-management,4641,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1295|4876,2,1,1,1,278,1,712,4,1007,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/project-management/bidding,procoredev,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Before Unload,2019-07-26T18:43:40.358-07:00,5208523469,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/project-management/bidding,4674,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1295|4876,1,1,1,1,201,1,1393,4,1650,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/projects,procoredev,200,stg.procore.com|AU|Resource|Projects,Resource|Projects,stg.procore.com,Before Unload,2019-07-26T18:43:43.719-07:00,5405530345,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/projects,6708,9,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+6,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,FirstName|LastName|Phone|Company|mktoButton|Email|submit,1295|4876,1,1,1,1,131,1,926,4,1074,,,,,,,,1,,1,6,,,,,,,,,,,,2
https://stg.procore.com/en-au/quality-safety,procoredev,200,stg.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Before Unload,2019-07-26T18:43:45.759-07:00,7423832368,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/quality-safety,4705,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1295|4876,1,1,1,1,275,70,1570,4,1864,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/quality-safety/daily-log,procoredev,200,stg.procore.com|AU|Product|Quality Safety|Daily Log,Product|Quality Safety|Daily Log,stg.procore.com,Before Unload,2019-07-26T18:43:46.889-07:00,2494463214,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/quality-safety/daily-log,4280,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1295|4876,1,1,1,1,136,72,736,3,926,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/safety-qualified,procoredev,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Before Unload,2019-07-26T18:43:52.293-07:00,8055842586,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/safety-qualified,8131,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,,3609|1295|4876,1,1,1,1,136,1,1603,4,1776,1,1,1,1,1,1,,,,,,,,,,,,,,,,,3
https://stg.procore.com/en-au/demo-thank-you,procoredev,200,stg.procore.com|AU|Marketing|Demo Thank You,Marketing|Demo Thank You,stg.procore.com,Before Unload,2019-07-26T18:43:53.386-07:00,9410936817,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/demo-thank-you,2451,24,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,,3,1,1,1,273,1,763,3,1056,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/subcontractors,procoredev,200,stg.procore.com|AU|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Before Unload,2019-07-26T18:43:56.187-07:00,1268468190,44748389011964579820108344715376192766,66838540.1564191610,stg.procore.com,/en-au/subcontractors,8752,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,,1295|4876,1,1,1,1,415,71,1499,8,1948,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
