Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (mediaPlayerName),Video Name (mediaName),Video Length (mediaLength),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Video Name (v62),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/tour,procoredev,200,,,,stg.procore.com|US|Marketing|Tour,,,Video Event,2019-07-26T13:52:31.941-07:00,4838833554,,809757495.1564174333,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,Guided Tour Overview,,1,1,,,,,,,,
