Test URL (url),Report Suite (rs),Status Code (status),Media Player Name (playerName),Video Name (name),Video Length (length),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Events (events),Video View (event24),Video Play (event25),Video Pause (event26),Video Complete (event27),Video Time Played (event28),Video 10% Watched (event29),Video 25% Watched (event30),Video 50% Watched (event31),Video 75% Watched (event32),Video 95% Watched (event33)
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T22:23:17.359-07:00,6473987735,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T22:23:20.115-07:00,6473987735,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,1,,2,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T22:23:25.215-07:00,6473987735,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,1,,,,,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T22:23:37.426-07:00,6473987735,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,12,1,,,,
https://stg.procore.com/demo,procorestaging,200,Wistia,Field Teams - Why Procore?,141.06,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Video Event,2019-07-31T22:23:58.441-07:00,6473987735,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,,,,,,21,,1,,,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:06.323-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,1,1,,,,,,,,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:11.340-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,,5,1,,,,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:18.355-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,,7,,1,,,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:30.376-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,,12,,,1,,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:42.396-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,,12,,,,1,
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:52.410-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,,10,,,,,1
https://stg.procore.com/tour?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,Wistia,Guided Tour Overview,48.004,stg.procore.com|US|Marketing|Tour,Marketing|Tour,stg.procore.com,Video Event,2019-07-31T22:27:54.417-07:00,6462328208,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/tour,testid-1234567890,Customer/Collaborator,,,,,1,2,,,,,
