Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Event Type (v42),Event Name (v43),Event Label (v44),Event Count (v45),Custom Event Count (event18)
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,Custom Event,2019-07-31T22:10:15.101-07:00,6083392352,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Custom Event,2019-07-31T22:10:25.896-07:00,7718598544,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/about,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/blueprint?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Custom Event,2019-07-31T22:10:31.996-07:00,9089031887,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/blueprint,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Custom Event,2019-07-31T22:10:36.425-07:00,1176529404,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/buildersclub,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/certification?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,Custom Event,2019-07-31T22:10:39.897-07:00,5488502842,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/certification,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/construction-financials,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Custom Event,2019-07-31T22:10:47.110-07:00,7385021347,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/construction-financials,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Custom Event,2019-07-31T22:10:51.82-07:00,2006860943,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/continuing-education,procorestaging,200,stg.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Custom Event,2019-07-31T22:11:03.804-07:00,5348124708,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/continuing-education,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Custom Event,2019-07-31T22:11:07.414-07:00,5150653198,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au,procorestaging,200,stg.procore.com|AU|Home,Home,stg.procore.com,Custom Event,2019-07-31T22:11:14.694-07:00,8584838515,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/about,procorestaging,200,stg.procore.com|AU|Company|About,Company|About,stg.procore.com,Custom Event,2019-07-31T22:11:18.718-07:00,4861381118,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/about,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/blueprint,procorestaging,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Custom Event,2019-07-31T22:11:30.490-07:00,7377450353,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/blueprint,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/buildersclub,procorestaging,200,stg.procore.com|AU|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Custom Event,2019-07-31T22:11:35.491-07:00,4667661407,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/buildersclub,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/certification,procorestaging,200,stg.procore.com|AU|Resource|Certification,Resource|Certification,stg.procore.com,Custom Event,2019-07-31T22:11:39.127-07:00,5109448806,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/certification,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/construction-financials,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Custom Event,2019-07-31T22:11:51.290-07:00,4594301230,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/construction-financials,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Custom Event,2019-07-31T22:12:05.27-07:00,8102665033,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/construction-financials/accounting-integrations,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Custom Event,2019-07-31T22:12:09.35-07:00,4428392397,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/continuing-education,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/demo?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Custom Event,2019-07-31T22:12:20.333-07:00,6322267732,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Custom Event,2019-07-31T22:12:30.284-07:00,4252918079,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/engineering,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/events,procorestaging,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Custom Event,2019-07-31T22:12:34.294-07:00,3706272319,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/events,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/field-productivity?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Custom Event,2019-07-31T22:12:39.260-07:00,3096992877,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/field-productivity,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/field-productivity/crews,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Custom Event,2019-07-31T22:12:42.771-07:00,3596415543,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/field-productivity/crews,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/innovation-lab,procorestaging,200,stg.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Custom Event,2019-07-31T22:12:48.116-07:00,5901022832,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/innovation-lab,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Custom Event,2019-07-31T22:13:05.441-07:00,3365434164,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/jobs/benefits,procorestaging,200,stg.procore.com|AU|Company|Jobs|Benefits,Company|Jobs|Benefits,stg.procore.com,Custom Event,2019-07-31T22:13:09.443-07:00,1773868215,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs/benefits,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
