Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Form Errors (c14),Form Interaction Path (c16),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23)
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:45:17.792-07:00,5212717548,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+9,Email,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,9
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:46:03.999-07:00,2158898324,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+9,Email,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,9
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:46:58.337-07:00,9010490691,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+9,Email,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,9
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:47:23.652-07:00,7633351152,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+9,Email,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,9
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:49:00.572-07:00,2915893965,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+7,Email,FirstName|LastName|Phone|Company|mktoButton|Email|submit|mktoButton|submit,1,1,1,7
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:53:46.100-07:00,7195784669,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company,4,+8,Email,FirstName|LastName|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,8
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:55:35.377-07:00,8867202537,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company,4,+8,Email,FirstName|LastName|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,8
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:55:48.179-07:00,5276990920,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company,4,+8,Email,FirstName|LastName|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,8
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:57:09.292-07:00,8337997174,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company,4,+8,Email,FirstName|LastName|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,8
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Complete Event,2020-04-14T15:57:50.720-07:00,5058011639,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,FirstName|LastName|Email|Company,4,+8,Email,FirstName|LastName|Company|mktoButton|Email|Email|submit|mktoButton|Email|submit,1,1,1,8
