Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:44:42.385-07:00,6687550975,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:44:49.884-07:00,8107125466,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:44:58.664-07:00,3857852001,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:45:15.401-07:00,5212717548,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:46:01.890-07:00,2158898324,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:46:56.158-07:00,9010490691,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:47:21.597-07:00,7633351152,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:48:07.589-07:00,9088205474,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:48:57.909-07:00,2915893965,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:49:43.972-07:00,2827845581,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:49:59.211-07:00,2217022143,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:50:26.675-07:00,4638136815,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Form Viewed Event,2020-04-14T15:50:55.97-07:00,1145191836,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
