Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://www.procore.com/continuing-education,procoreprod2,200,www.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,www.procore.com,Before Unload,2020-04-14T15:45:55.410-07:00,5927874325,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/continuing-education,,,4414,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,134,1,4552,14,4740,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:46:04.843-07:00,2158898324,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,2999,53,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,4876,2,1,1,1,142,1,4175,27,4365,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:46:37.132-07:00,4000574208,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,2998,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876,2,1,1,1,400,1,18797,36,19259,1,,,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au,procoreprod2,200,www.procore.com|AU|Home,Home,www.procore.com,Before Unload,2020-04-14T15:46:46.537-07:00,9191342544,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au,,,7168,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,363,75,8859,14,9251,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:46:59.201-07:00,9010490691,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,2999,53,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,4876,1,1,1,1,129,1,8002,36,8179,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/about,procoreprod2,200,www.procore.com|AU|Company|About,Company|About,www.procore.com,Before Unload,2020-04-14T15:47:04.637-07:00,8384040099,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/about,,,7071,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,277,68,1277,34,1605,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/blueprint,procoreprod2,200,www.procore.com|AU|Resource|Blueprint,Resource|Blueprint,www.procore.com,Before Unload,2020-04-14T15:47:06.387-07:00,9011070447,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/blueprint,,#fragment,7588,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,217,2,1350,15,1597,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/buildersclub,procoreprod2,200,www.procore.com|AU|Resource|Builders Club,Resource|Builders Club,www.procore.com,Before Unload,2020-04-14T15:47:07.903-07:00,1399195412,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/buildersclub,,,3711,16,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,144,1,1192,14,1365,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/certification,procoreprod2,200,www.procore.com|AU|Resource|Certification,Resource|Certification,www.procore.com,Before Unload,2020-04-14T15:47:11.14-07:00,3397895541,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/certification,,,5681,11,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1228,2,1,1,1,317,1,2474,29,2836,1,,,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/project-financials,procoreprod2,200,www.procore.com|AU|Product|Project Financials|Overview,Product|Project Financials|Overview,www.procore.com,Before Unload,2020-04-14T15:47:12.840-07:00,2536321076,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/project-financials,,,7237,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,211,1,1,1,130,1,1230,15,1673,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/accounting-integrations,procoreprod2,200,www.procore.com|AU|Product|Accounting Integrations|Overview,Product|Accounting Integrations|Overview,www.procore.com,Before Unload,2020-04-14T15:47:14.444-07:00,5503994678,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/accounting-integrations,,,10304,6,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,166,1,1,1,146,2,1116,13,1455,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/continuing-education,procoreprod2,200,www.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,www.procore.com,Before Unload,2020-04-14T15:47:15.883-07:00,9623933083,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/continuing-education,,,4041,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,141,2,958,11,1126,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:47:24.595-07:00,7633351152,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,2999,53,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,4876,1,1,1,1,193,1,3913,29,4151,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/demo,procoreprod2,200,www.procore.com|AU|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:47:30.876-07:00,8750211243,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/demo,,,2408,25,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,6215,1,1,1,1,155,1,1908,26,2102,1,1,,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/engineering,procoreprod2,200,www.procore.com|AU|Company|Engineering,Company|Engineering,www.procore.com,Before Unload,2020-04-14T15:47:33.14-07:00,3323404006,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/engineering,,,1539,39,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,169,92,1130,14,1423,1,1,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/events,procoreprod2,200,www.procore.com|AU|Event|Industry Events,Event|Industry Events,www.procore.com,Before Unload,2020-04-14T15:47:35.917-07:00,6052985971,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/events,,,1995,30,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,480,1,1271,15,1839,1,1,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/field-productivity,procoreprod2,200,www.procore.com|AU|Product|Field Productivity|Overview,Product|Field Productivity|Overview,www.procore.com,Before Unload,2020-04-14T15:47:39.276-07:00,1841324810,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/field-productivity,,,5111,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,5647,2,1,1,1,126,1,2642,27,2829,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/field-productivity/crews,procoreprod2,200,www.procore.com|AU|Other|Field Productivity|Crews,Other|Field Productivity|Crews,www.procore.com,Before Unload,2020-04-14T15:47:41.528-07:00,8666597904,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/field-productivity/crews,,,3542,17,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,301,2,1322,19,1673,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/innovation-lab,procoreprod2,200,www.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,www.procore.com,Before Unload,2020-04-14T15:47:44.200-07:00,2882932528,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/innovation-lab,,,4060,15,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,447,1,1321,20,1880,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/jobs,procoreprod2,200,www.procore.com|AU|Company|Jobs,Company|Jobs,www.procore.com,Before Unload,2020-04-14T15:47:47.815-07:00,3042065162,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/jobs,,,4467,100,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,444,1,2284,25,2833,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/jobs/openings,procoreprod2,200,www.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,www.procore.com,Before Unload,2020-04-14T15:47:52.182-07:00,5665820911,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/jobs/openings,,#fragment,1246,48,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,248,1,2109,12,2394,1,1,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/jobs/openings,procoreprod2,200,www.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,www.procore.com,Before Unload,2020-04-14T15:47:53.910-07:00,4493293793,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/jobs/openings,,,1246,48,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,385,1,1,1,139,1,1022,11,1570,1,1,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/jobs/sales,procoreprod2,200,www.procore.com|AU|Company|Jobs|Sales,Company|Jobs|Sales,www.procore.com,Before Unload,2020-04-14T15:47:55.628-07:00,3012355072,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/jobs/sales,,,3920,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,404,1,964,12,1395,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/legal,procoreprod2,200,www.procore.com|AU|Company|Legal|Overview,Company|Legal|Overview,www.procore.com,Before Unload,2020-04-14T15:47:57.156-07:00,5816616421,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/legal,,,2105,29,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,298,2,1054,10,1379,1,1,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/legal/api-terms-and-conditions,procoreprod2,200,www.procore.com|AU|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,www.procore.com,Before Unload,2020-04-14T15:47:59.379-07:00,5903443352,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/legal/api-terms-and-conditions,,,21033,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,299,72,1711,12,2070,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/partners,procoreprod2,200,www.procore.com|AU|Resource|Partners,Resource|Partners,www.procore.com,Before Unload,2020-04-14T15:48:01.927-07:00,7417928472,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/partners,,,6211,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1225,1,1,1,1,133,1,1763,23,1974,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/platform?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoreprod2,200,www.procore.com|AU|Product|Platform|Overview,Product|Platform|Overview,www.procore.com,Before Unload,2020-04-14T15:48:03.965-07:00,4668246849,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/platform,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,#fragment,5071,12,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,369,1,1450,10,1889,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:48:09.373-07:00,9088205474,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,3033,53,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Company|Routing_Company_Type__c|Phone,6,+7,Offline,Available,Visible,,,,Email,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876,2,1,1,1,143,1,1821,24,2004,1,1,1,,,,,1,,1,7,,,,,,,,,,,,1
https://www.procore.com/en-au/press,procoreprod2,200,www.procore.com|AU|Company|Press|Overview,Company|Press|Overview,www.procore.com,Before Unload,2020-04-14T15:48:20.393-07:00,4530854754,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/press,,,16009,100,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,181,1,9793,17,10010,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoreprod2,200,www.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,www.procore.com,Before Unload,2020-04-14T15:48:26.236-07:00,4704721180,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,3229,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,528,1,5088,15,5667,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/press/procore-acquires-bimanywhere,procoreprod2,200,www.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,www.procore.com,Before Unload,2020-04-14T15:48:29.920-07:00,5817596021,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/press/procore-acquires-bimanywhere,,,3008,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,193,1,3309,11,3528,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/project-management,procoreprod2,200,www.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,www.procore.com,Before Unload,2020-04-14T15:48:31.715-07:00,5077642561,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/project-management,,,7594,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,462,2,1152,13,1643,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/tender-management/tendering,procoreprod2,200,www.procore.com|AU|Other|Bid Management|Tendering,Other|Bid Management|Tendering,www.procore.com,Before Unload,2020-04-14T15:48:34.409-07:00,6982075736,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/tender-management/tendering,,,4349,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,570,1,1,1,129,1,1231,15,2012,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/projects,procoreprod2,200,www.procore.com|AU|Resource|Projects,Resource|Projects,www.procore.com,Before Unload,2020-04-14T15:48:36.744-07:00,2766681332,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/projects,,#fragment,6639,9,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,1,1,1,1,155,1,1125,13,1309,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/quality-safety,procoreprod2,200,www.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,www.procore.com,Before Unload,2020-04-14T15:48:39.305-07:00,3453083634,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/quality-safety,,,6491,9,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,392,81,1972,18,2402,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/quality-safety/site-diary,procoreprod2,200,www.procore.com|AU|Other|Quality Safety|Site Diary,Other|Quality Safety|Site Diary,www.procore.com,Before Unload,2020-04-14T15:48:40.743-07:00,7918632800,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/quality-safety/site-diary,,,4122,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,160,1,1,1,135,1,962,12,1288,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/safety-qualified,procoreprod2,200,www.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,www.procore.com,Before Unload,2020-04-14T15:48:42.392-07:00,2926272430,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/safety-qualified,,,1502,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,176,94,1108,11,1323,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/subcontractors,procoreprod2,200,www.procore.com|AU|Solution|Subcontractors|Overview,Solution|Subcontractors|Overview,www.procore.com,Before Unload,2020-04-14T15:48:48.115-07:00,1185261614,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/subcontractors,,,7960,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,406,1,4879,17,5376,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/subs-demo,procoreprod2,200,www.procore.com|AU|Landing Page|Subs Demo,Landing Page|Subs Demo,www.procore.com,Before Unload,2020-04-14T15:48:50.199-07:00,6472171120,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/subs-demo,,,2897,21,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876,2,1,1,1,151,1,1699,35,1901,1,,,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/en-au/webinars,procoreprod2,200,www.procore.com|AU|Resource|Webinar|Overview,Resource|Webinar|Overview,www.procore.com,Before Unload,2020-04-14T15:48:54.112-07:00,6812460883,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/webinars,,#fragment,19281,3,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,,2,1,1,1,322,2,2793,13,3144,,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Before Unload,2020-04-14T15:49:01.317-07:00,2915893965,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,2948,53,testid-1234567890,Customer/Collaborator,,,,,,Offline,Available,Visible,,,,,,4876,1,1,1,1,129,1,2342,34,2530,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://www.procore.com/demo-thank-you,procoreprod2,200,www.procore.com|US|Landing Page|Thank you page,Landing Page|Thank you page,www.procore.com,Before Unload,2020-04-14T15:49:02.705-07:00,8325117707,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo-thank-you,,,3042,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,3,1,1,1,140,1,1174,15,1350,1,,,,,,,,,,,,,,,,,,,,,,
https://www.procore.com/en-au/workshops,procoreprod2,200,www.procore.com|AU|Event|Workshops,Event|Workshops,www.procore.com,Before Unload,2020-04-14T15:49:07.843-07:00,5200295727,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/workshops,,,1995,30,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,330,1,4165,16,4539,1,1,,,,,,,,,,,,,,,,,,,,,
