Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Event Type (v42),Event Name (v43),Event Label (v44),Event Count (v45),Custom Event Count (event18)
https://www.procore.com/,procoreprod2,200,www.procore.com|US|Home,Home,www.procore.com,Custom Event,2020-04-14T15:44:38.746-07:00,3510260651,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/about,procoreprod2,200,www.procore.com|US|Company|About,Company|About,www.procore.com,Custom Event,2020-04-14T15:44:46.516-07:00,8430703439,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/about,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/blueprint,procoreprod2,200,www.procore.com|US|Resource|Blueprint,Resource|Blueprint,www.procore.com,Custom Event,2020-04-14T15:44:54.711-07:00,9463166638,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/blueprint,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/buildersclub,procoreprod2,200,www.procore.com|US|Resource|Builders Club,Resource|Builders Club,www.procore.com,Custom Event,2020-04-14T15:45:02.688-07:00,1647076328,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/buildersclub,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/certification,procoreprod2,200,www.procore.com|US|Resource|Certification,Resource|Certification,www.procore.com,Custom Event,2020-04-14T15:45:04.642-07:00,5406194114,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/certification,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/project-financials,procoreprod2,200,www.procore.com|US|Product|Project Financials|Overview,Product|Project Financials|Overview,www.procore.com,Custom Event,2020-04-14T15:45:40.133-07:00,1667196917,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/project-financials,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/accounting-integrations,procoreprod2,200,www.procore.com|US|Product|Accounting Integrations|Overview,Product|Accounting Integrations|Overview,www.procore.com,Custom Event,2020-04-14T15:45:50.192-07:00,8294973892,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/accounting-integrations,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/continuing-education,procoreprod2,200,www.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,www.procore.com,Custom Event,2020-04-14T15:45:55.290-07:00,5927874325,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/continuing-education,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/demo,procoreprod2,200,www.procore.com|US|Landing Page|Demo,Landing Page|Demo,www.procore.com,Custom Event,2020-04-14T15:46:37.21-07:00,4000574208,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au,procoreprod2,200,www.procore.com|AU|Home,Home,www.procore.com,Custom Event,2020-04-14T15:46:46.423-07:00,9191342544,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/about,procoreprod2,200,www.procore.com|AU|Company|About,Company|About,www.procore.com,Custom Event,2020-04-14T15:47:04.521-07:00,8384040099,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/about,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/blueprint,procoreprod2,200,www.procore.com|AU|Resource|Blueprint,Resource|Blueprint,www.procore.com,Custom Event,2020-04-14T15:47:06.273-07:00,9011070447,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/blueprint,,#fragment,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://www.procore.com/en-au/buildersclub,procoreprod2,200,www.procore.com|AU|Resource|Builders Club,Resource|Builders Club,www.procore.com,Custom Event,2020-04-14T15:47:07.788-07:00,1399195412,78655722977877036440907631690040238295,1102686481.1586904272,https:,www.procore.com,/en-au/buildersclub,,,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
